Brown University		500	Why Us - Why Us	Brown RISD Dual Degree Program	Optional		1	In choosing to apply for the Brown-RISD A.B./B.F.A. dual degree program, your interests and future plans will be influenced and enhanced by the courses offered by both colleges. We are curious as to why you have chosen to apply for this specific dual degree program; please tell us your reasons for selecting it, and what you envision as its impact on your education and career. (500 word limit)
Brown University		500	Major - Major; Future - Goals; Experience - Life Event; Experience - Research	Program in Liberal Medical Education	Optional		1	1. Most high school seniors are unsure about eventual career choices. What experiences have led you to consider medicine as your future profession? Please describe specifically why you have chosen to apply to the Program in Liberal Medical Education in pursuit of your career in medicine. Also, be sure to indicate your rationale on how the PLME is a “good fit” for your personal, academic, and future professional goals. (Please limit your response to this question to 500 words.) 
Brown University		500	Major - Major; Education - Passion	Program in Liberal Medical Education	Optional		1	The Program in Liberal Medical Education (Both questions are required; please limit your response to each question to 500 words.)  2. Since the Program in Liberal Medical Education espouses a broad-based liberal education, please describe your fields of interest in both the sciences and the liberal arts. Be specific about what courses and aspects of the program will be woven into a potential educational plan. (Please limit your response to this question to 500 words.)
Brown University		500	Major - Major; Education - Passion	Chemistry, Computer Science, Geology, Mathematic, Physics	Required		3	Chemistry/Computer Science/Geology/Mathematics/Physics: Because you have expressed an interest in Chemistry, Computer Science, Geology, Mathematics or Physics, we would like to know a bit more about you. Respond to the following questions separately, and please remember to include the number corresponding to each question in your uploaded response! (Limit your total response to 500 words.)  1. Many applicants to college are unsure about eventual majors. What factors led you to your interest? What experiences beyond school work have broadened your interest? (Feel free to elaborate on one of your previous responses.) 
Brown University		500	Major - Major; Education - Passion	Chemistry, Computer Science, Geology, Mathematic, Physics	Required		3	Chemistry/Computer Science/Geology/Mathematics/Physics 2. What concept in your anticipated major were you most proud of mastering?
Brown University		500	Major - Major	Chemistry, Computer Science, Geology, Mathematic, Physics	Required		3	Chemistry/Computer Science/Geology/Mathematics/Physics  3. Briefly describe the course(s) you have taken relating to your chosen field.
Brown University		500	Major - Major	Engineering	Optional		1	Since there is a common core curriculum within Engineering, students need not select a specific area until their junior year. We are curious to know, however, if any particular program within Engineering presently appeals to you. If so, please discuss that choice.
Columbia University		150	Experience - Life Event; Experience - Accomplishment; Experience - Work/Internship; Experience - Beyond School - School		Required		1	What single activity listed in the activity section of your Common Application are you most proud of and why? (150 words or less)
Columbia University		150	Inspiration - Literature		Required		1	List the titles of the required readings from courses during the school year or summer that you enjoyed most in the past year. (150 words or less)
Columbia University		150	Inspiration - Literature		Required		1	List the titles of the books you read for pleasure that you enjoyed most in the past year. (150 words or less)
Columbia University		150	Inspiration - Other		Required		1	List the titles of the print, electronic publications and websites you read regularly. (150 words or less)
Columbia University		150	Inspiration - Art; Inspiration - Music; Inspiration - Movie; Inspiration - Other		Required		1	List the titles of the films, concerts, shows, exhibits, lectures and other entertainments you enjoyed most in the past year. (150 words or less)
Columbia University		300	Why Us - Why Us		Required		1	Please tell us what you find most appealing about Columbia and why. (300 words or less)
Columbia University		300	Major - Major; Education - Passion; Experience - Life Event; Experience - Research	Columbia College	Required		1	For applicants to Columbia College, please tell us what from your current and past experiences (either academic or personal) attracts you specifically to the field or fields of study that you noted in the Member Questions section. If you are currently undecided, please write about any field or fields in which you may have an interest at this time. (300 words or less)
Columbia University		300	Major - Major; Education - Passion; Experience - Life Event; Experience - Research	Columbia Engineering	Required		1	For applicants to The Fu Foundation School of Engineering and Applied Science, please tell us what from your current and past experiences (either academic or personal) attracts you specifically to the field or fields of study that you noted in the Member Questions section. (300 words or less)
Columbia University		0			Optional		1	Please review our instructions on supplementary materials and note that submission is not required. If you are submitting a professional resume for Architecture, Creative Writing, Drama and Theater Arts or Film Studies, please upload it here.
Columbia University		0			Optional		1	Please review our instructions on supplementary materials and note that submission is not required. If you are submitting a science research abstract, please upload it here.
Cornell		650	Major - Major; Education - Passion; Experience - Life Event	College of Agriculture and Life Sciences	Choice	1	2	College of Agriculture and Life Sciences:  How have your interests and related experiences influenced the major you have selected in the College of Agriculture and Life Sciences? (Please limit your response to 650 words.)
Cornell		650	Major - Major; Education - Passion; Experience - Life Event; Future - Goals	College of Architecture, Art, and Planning	Choice	1	2	College of Architecture, Art, and Planning:  Why are you excited to pursue your chosen major in AAP? What specifically about AAP and Cornell University will help you fulfill your academic and creative interests and long-term goals? (Please limit your response to 650 words.)
Cornell		650	Major - Major; Education - Passion; Experience - Life Event; Future - Goals	College of Arts and Sciences	Choice	1	2	College of Arts and Sciences: Describe two or three of your current intellectual interests and why they are exciting to you. Why will Cornell's College of Arts and Sciences be the right environment in which to pursue your interests? (Please limit your response to 650 words.)
Cornell		650	Major - Major; Education - Passion; Experience - Life Event; Future - Goals	College of Engineering	Choice	1	2	College of Engineering:  Tell us about an engineering idea you have, or about your interest in engineering. Describe how your ideas and interests may be realized by—and linked to—specific resources within the College of Engineering. Finally, explain what a Cornell Engineering education will enable you to accomplish. (Please limit your response to 650 words.)
Cornell		650	Major - Major; Education - Passion; Experience - Life Event; Future - Goals	School of Hotel Administration	Choice	1	2	School of Hotel Administration:  Hospitality is the largest industry in the world and includes sectors such as hotel operations, food and beverage management, real estate finance, marketing, and law. Considering the breadth of our industry, please describe what work and non-work experiences, academic interests, and career goals influenced your decision to study hospitality management. How will these contribute to your success at the School of Hotel Administration? (Please limit your response to 650 words.)
Cornell		650	Major - Major; Education - Passion; Experience - Life Event; Future - Goals	College of Human Ecology	Choice	1	2	College of Human Ecology: What do you value about the College of Human Ecology's perspective, and the majors that interest you, as you consider your academic goals and plans for the future? (Please limit your response to 650 words.)
Cornell		650	Major - Major; Education - Passion; Experience - Life Event; Future - Goals	School of Industrial and Labor Relations	Choice	1	2	School of Industrial and Labor Relations: Tell us about your intellectual interests, how they sprang from your course, service, work or life experiences, and what makes them exciting to you. Describe how these interests may be realized and linked to the ILR curriculum. (Please limit your response to 650 words.)
U Penn		650	Why Us - Why Us; Major - Major; Education - Passion; Experience - Life Event		Required		1	"“The Admissions Committee would like to learn why you are a good fit for your undergraduate school choice (College of Arts and Sciences, School of Nursing, The Wharton School, or Penn Engineering). Please tell us about specific academic, service, and/or research opportunities at the University of Pennsylvania that resonate with your background, interests, and goals.""  400-650 words"
U Penn		0			Optional		1	If you wish to submit a resume, please upload it here (not required).
U Penn		700	Why Us - Why Us; Major - Why; Major - Passion; Education - Passion	The Huntsman Program in International Studies and Business	Required		1	HUNTSMAN: 1. In light of your personal interests in language, business, and international affairs, please discuss a current global issue and explain how the Huntsman Program would allow you to explore it in greater depth. (500-700 words)
U Penn	100			The Huntsman Program in International Studies and Business	Required		1	HUNTSMAN: 2. Please indicate how many years and how extensively you have studied the language you selected for the Huntsman program.
U Penn		650	Why Us - Why Us; Major - Major; Education - Passion; Future - Goals	The Jerome Fisher Program in Management and Technology	Required		2	M AND T: How will the Jerome Fisher Program in Management and Technology help you pursue your specific interests in both engineering and business? Please address in depth specific engineering fields, areas of business, and their potential integration that you plan on pursuing through this Penn program. (400-650 words)
U Penn		250	Experience - Leader	The Jerome Fisher Program in Management and Technology	Required		2	M AND T: Please describe a time in which you displayed leadership. (250 words maximum)
U Penn		650	Why Us - Why Us; Major - Major; Education - Passion; Future - Goals	The Roy and Diana Vagelos Program in Life Sciences and Management	Required		1	LSM: LSM seeks students who are enthusiastic about combining science with management. What excites you about this combination? What advantages and opportunities does the combination provide, and what does it address? Be as specific and original as possible in addressing these questions. (400-650 words)
U Penn		650	Why Us - Why Us; Major - Major; Education - Passion; Future - Goals	Nursing and Healthcare Management	Required		1	NHCM: Discuss your interest in nursing and health care management. How might Penn's coordinated dual-degree program in nursing and business help you meet your goals? (400-650 words
U Penn		650	Why Us - Why Us; Major - Major; Education - Passion; Future - Goals; Experience - Research	The Roy and Diana Vagelos Integrated Program in Energy Research	Required		1	VIPER: Describe your interests in energy science and technology and your previous experiences (academic, research, and extracurricular activities) that have helped you to appreciate the scientific or engineering challenges related to energy and sustainability. If you have previous experience with research, consider describing your research project at a level appropriate for an educated non-expert, outlining the goals, hypotheses, approach, results, and conclusions. Describe how your experiences have shaped your research and interests, and how the VIPER program will help you achieve your goals. (400-650 words)
U Penn		650	Why Us - Why Us; Major - Major; Education - Passion; Future - Goals	The Rajendra and Neera Singh Program in Networked and Social Systems Engineering	Required		1	NETS: Describe your interests in modern networked information systems and technologies, such as the Internet, and their impact on society, whether in terms of economics, communication, or the creation of beneficial content for society. Feel free to draw on examples from your own experiences as a user, developer, or student of technology. (400-650 words)
U Penn		250	Education - Passion; Experience - Life Event; Experience - Research	Seven-Year Bio-Dental Program	Required		5	BIO-DENT: Please list pre-dental or pre-medical experience. This experience can include but is not limited to observation in a private practice, dental clinic, or hospital setting; dental assisting; dental laboratory work; dental or medical research, etc. Please include time allotted to each activity, dates of attendance, location, and description of your experience. If you do not have any predental or premedical experience, please indicate what you have done that led you to your decision to enter dentistry.
U Penn		250	Experience - Life Event; Experience - Accomplishment; Experience - Work/Internship; Experience - Beyond School - School	Seven-Year Bio-Dental Program	Required		5	BIO-DENT: List any activities which demonstrate your ability to work with your hands.
U Penn		250	Experience - Leader	Seven-Year Bio-Dental Program	Required		5	BIO-DENT: What activities have you performed that demonstrate your ability to work cooperatively with people?
U Penn		250	Major - Major	Seven-Year Bio-Dental Program	Required		5	BIO-DENT: Please explain your reasons for selecting a career in dentistry. Please include what interests you the most in dentistry as well as what interests you the least.
U Penn		250		Seven-Year Bio-Dental Program	Required		5	BIO-DENT: Do you have relatives who are dentists or are in dental school? If so, indicate the name of each relative, his/her relationship to you, the school attended, and the dates attended.
