Impact	NEUTRAL	You use your academic interests as a way for the reader to learn something about you and your personality	You use your academic interests as a way for the reader to learn something about you and your personality	Rubric	445
Content	NEUTRAL	You are able to write about your academic interests in way that is unique to you and would not apply to your peers	You are able to write about your academic interests in way that is unique to you and would not apply to your peers	Rubric	445
Content	NEUTRAL	You use specific details about your academic interest to show a deep understanding or knowledge of the topic	You use specific details about your academic interest to show a deep understanding or knowledge of the topic	Rubric	445
Content	NEUTRAL	You have a unique conclusion and/or takeaway	You have a unique conclusion and/or takeaway	Rubric	445
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	445
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	445
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	445
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	445
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	445
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	445
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	445
Quality	NEUTRAL	Story builds and flows smoothly	Story builds and flows smoothly	Rubric	445
Impact	NEUTRAL	You point to a meaningful connection between your beliefs and your experiences	You point to a meaningful connection between your beliefs and your experiences	Rubric	446
Impact	NEUTRAL	You are able to articulate your beliefs and also why you believe in them	You are able to articulate your beliefs and also why you believe in them	Rubric	446
Impact	NEUTRAL	You are able to get the reader to understand why these beliefs are meaningful to you	You are able to get the reader to understand why these beliefs are meaningful to you	Rubric	446
Impact	NEUTRAL	Your beliefs (and reasons and evidence) could not apply to one of your peers	Your beliefs (and reasons and evidence) could not apply to one of your peers	Rubric	446
Impact	NEUTRAL	You use your beliefs as a way for the reader to learn something about you and your personality	You use your beliefs as a way for the reader to learn something about you and your personality	Rubric	446
Content	NEUTRAL	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	Rubric	446
Content	NEUTRAL	You have a unique conclusion and/or takeaway	You have a unique conclusion and/or takeaway	Rubric	446
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	446
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	446
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	446
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	446
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	446
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	446
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	446
Quality	NEUTRAL	Story builds and flows smoothly	Story builds and flows smoothly	Rubric	446
Impact	NEUTRAL	You point to a meaningful connection between your beliefs and your experiences	You point to a meaningful connection between your beliefs and your experiences	Rubric	447
Impact	NEUTRAL	You are able to articulate your beliefs and also why you believe in them	You are able to articulate your beliefs and also why you believe in them	Rubric	447
Impact	NEUTRAL	You are able to get the reader to understand why these beliefs are meaningful to you	You are able to get the reader to understand why these beliefs are meaningful to you	Rubric	447
Impact	NEUTRAL	Your beliefs (and reasons and evidence) could not apply to one of your peers	Your beliefs (and reasons and evidence) could not apply to one of your peers	Rubric	447
Impact	NEUTRAL	You use your beliefs as a way for the reader to learn something about you and your personality	You use your beliefs as a way for the reader to learn something about you and your personality	Rubric	447
Content	NEUTRAL	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	Rubric	447
Content	NEUTRAL	You have a unique conclusion and/or takeaway	You have a unique conclusion and/or takeaway	Rubric	447
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	447
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	447
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	447
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	447
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	447
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	447
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	447
Quality	NEUTRAL	Story builds and flows smoothly	Story builds and flows smoothly	Rubric	447
Impact	NEUTRAL	You point to a meaningful connection between your beliefs and your experiences	You point to a meaningful connection between your beliefs and your experiences	Rubric	448
Impact	NEUTRAL	You are able to articulate your beliefs and also why you believe in them	You are able to articulate your beliefs and also why you believe in them	Rubric	448
Impact	NEUTRAL	You are able to get the reader to understand why these beliefs are meaningful to you	You are able to get the reader to understand why these beliefs are meaningful to you	Rubric	448
Impact	NEUTRAL	Your beliefs (and reasons and evidence) could not apply to one of your peers	Your beliefs (and reasons and evidence) could not apply to one of your peers	Rubric	448
Impact	NEUTRAL	You use your beliefs as a way for the reader to learn something about you and your personality	You use your beliefs as a way for the reader to learn something about you and your personality	Rubric	448
Content	NEUTRAL	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	Rubric	448
Content	NEUTRAL	You have a unique conclusion and/or takeaway	You have a unique conclusion and/or takeaway	Rubric	448
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	448
Content	NEUTRAL	You show how your belief is something meaningful to you through specific details about your personality, experiences, and thoughts	You show how your belief is something meaningful to you through specific details about your personality, experiences, and thoughts	Rubric	448
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	448
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	448
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	448
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	448
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	448
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	448
Quality	NEUTRAL	Story builds and flows smoothly	Story builds and flows smoothly	Rubric	448
Impact	NEUTRAL	You point to a meaningful connection between your beliefs and your experiences	You point to a meaningful connection between your beliefs and your experiences	Rubric	449
Impact	NEUTRAL	You are able to articulate your beliefs and also why you believe in them	You are able to articulate your beliefs and also why you believe in them	Rubric	449
Impact	NEUTRAL	You are able to get the reader to understand why these beliefs are meaningful to you	You are able to get the reader to understand why these beliefs are meaningful to you	Rubric	449
Impact	NEUTRAL	Your beliefs (and reasons and evidence) could not apply to one of your peers	Your beliefs (and reasons and evidence) could not apply to one of your peers	Rubric	449
Impact	NEUTRAL	You use your beliefs as a way for the reader to learn something about you and your personality	You use your beliefs as a way for the reader to learn something about you and your personality	Rubric	449
Content	NEUTRAL	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	Rubric	449
Content	NEUTRAL	You have a unique conclusion and/or takeaway	You have a unique conclusion and/or takeaway	Rubric	449
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	449
Content	NEUTRAL	You show how you exist in a place of multiple beliefs through describing other beliefs in specific details	You show how you exist in a place of multiple beliefs through describing other beliefs in specific details	Rubric	449
Content	NEUTRAL	You show how the diversity of your beliefs or the beliefs around you affects you and shapes how you think/act	You show how the diversity of your beliefs or the beliefs around you affects you and shapes how you think/act	Rubric	449
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	449
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	449
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	449
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	449
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	449
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	449
Quality	NEUTRAL	Story builds and flows smoothly	Story builds and flows smoothly	Rubric	449
Impact	NEUTRAL	You point to a meaningful connection between this ethical dilemma and your life experiences/beliefs	You point to a meaningful connection between this ethical dilemma and your life experiences/beliefs	Rubric	450
Impact	NEUTRAL	You describe how you have learned/grown from this challenge	You describe how you have learned/grown from this challenge	Rubric	450
Impact	NEUTRAL	Your experiences and beliefs (and reasons and evidence) could not apply to one of your peers	Your experiences and beliefs (and reasons and evidence) could not apply to one of your peers	Rubric	450
Impact	NEUTRAL	You use this ethical dilemma as a way for the reader to learn something about your personality, your beliefs, and your reaction to challenge	You use this ethical dilemma as a way for the reader to learn something about your personality, your beliefs, and your reaction to challenge	Rubric	450
Impact	NEUTRAL	If you write about a negative experience, you do so in a way that allows the reader to still feel positively about you	If you write about a negative experience, you do so in a way that allows the reader to still feel positively about you	Rubric	450
Impact	NEUTRAL	You show how this ethical dilemma has influenced your beliefs	You show how this ethical dilemma has influenced your beliefs	Rubric	450
Impact	NEUTRAL	You are able to get the reader to understand why these beliefs are meaningful to you	You are able to get the reader to understand why these beliefs are meaningful to you	Rubric	450
Content	NEUTRAL	You are able to write about your ethical dilemma in way that is unique to you and would not apply to your peers	You are able to write about your ethical dilemma in way that is unique to you and would not apply to your peers	Rubric	450
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	450
Content	NEUTRAL	You use specific details to show how this ethical dilemma challenged your beliefs	You use specific details to show how this ethical dilemma challenged your beliefs	Rubric	450
Content	NEUTRAL	You are able to articulate your beliefs and also why you believe in them	You are able to articulate your beliefs and also why you believe in them	Rubric	450
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	450
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	450
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	450
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	450
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	450
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	450
Quality	NEUTRAL	Story builds and flows smoothly	Story builds and flows smoothly	Rubric	450
Impact	NEUTRAL	You point to a meaningful connection between your beliefs and your experiences	You point to a meaningful connection between your beliefs and your experiences	Rubric	451
Impact	NEUTRAL	You are able to articulate your beliefs and also why you believe in them	You are able to articulate your beliefs and also why you believe in them	Rubric	451
Impact	NEUTRAL	You are able to get the reader to understand why these beliefs are meaningful to you	You are able to get the reader to understand why these beliefs are meaningful to you	Rubric	451
Impact	NEUTRAL	Your beliefs (and reasons and evidence) could not apply to one of your peers	Your beliefs (and reasons and evidence) could not apply to one of your peers	Rubric	451
Impact	NEUTRAL	You use your beliefs as a way for the reader to learn something about you and your personality	You use your beliefs as a way for the reader to learn something about you and your personality	Rubric	451
Content	NEUTRAL	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	Rubric	451
Content	NEUTRAL	You have a unique conclusion and/or takeaway	You have a unique conclusion and/or takeaway	Rubric	451
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	451
Content	NEUTRAL	You show how your belief is something meaningful to you through specific details about your personality, experiences, and thoughts	You show how your belief is something meaningful to you through specific details about your personality, experiences, and thoughts	Rubric	451
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	451
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	451
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	451
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	451
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	451
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	451
Quality	NEUTRAL	Story builds and flows smoothly	Story builds and flows smoothly	Rubric	451
Impact	NEUTRAL	You point to a meaningful connection between your beliefs and your experiences	You point to a meaningful connection between your beliefs and your experiences	Rubric	452
Impact	NEUTRAL	You are able to articulate your beliefs and also why you believe in them	You are able to articulate your beliefs and also why you believe in them	Rubric	452
Impact	NEUTRAL	You are able to get the reader to understand why these beliefs are meaningful to you	You are able to get the reader to understand why these beliefs are meaningful to you	Rubric	452
Impact	NEUTRAL	Your beliefs (and reasons and evidence) could not apply to one of your peers	Your beliefs (and reasons and evidence) could not apply to one of your peers	Rubric	452
Impact	NEUTRAL	You use your beliefs as a way for the reader to learn something about you and your personality	You use your beliefs as a way for the reader to learn something about you and your personality	Rubric	452
Content	NEUTRAL	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	You are able to write about your beliefs in way that is unique to you and would not apply to your peers	Rubric	452
Content	NEUTRAL	You have a unique conclusion and/or takeaway	You have a unique conclusion and/or takeaway	Rubric	452
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	452
Content	NEUTRAL	You show how you exist in a place of multiple beliefs through describing other beliefs in specific details	You show how you exist in a place of multiple beliefs through describing other beliefs in specific details	Rubric	452
Content	NEUTRAL	You show how the diversity of your beliefs or the beliefs around you affects you and shapes how you think/act	You show how the diversity of your beliefs or the beliefs around you affects you and shapes how you think/act	Rubric	452
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	452
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	452
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	452
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	452
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	452
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	452
Quality	NEUTRAL	Story builds and flows smoothly	Story builds and flows smoothly	Rubric	452
Impact	NEUTRAL	You point to a meaningful connection between your community and your life experiences/beliefs	You point to a meaningful connection between your community and your life experiences/beliefs	Rubric	453
Impact	NEUTRAL	Your experience with this community (and reasons and evidence) could not apply to one of your peers	Your experience with this community (and reasons and evidence) could not apply to one of your peers	Rubric	453
Impact	NEUTRAL	You use your community as a way for the reader to learn something about you	You use your community as a way for the reader to learn something about you	Rubric	453
Impact	NEUTRAL	You are able to show why this community is so meaningful to you	You are able to show why this community is so meaningful to you	Rubric	453
Impact	NEUTRAL	You are able to comprehensively describe your community in a way that allows the reader to understand how it has affected you	You are able to comprehensively describe your community in a way that allows the reader to understand how it has affected you	Rubric	453
Content	NEUTRAL	You are able to write about your community in way that is unique to you and would not apply to your peers	You are able to write about your community in way that is unique to you and would not apply to your peers	Rubric	453
Content	NEUTRAL	You describe how you have learned from your community	You describe how you have learned from your community	Rubric	453
Content	NEUTRAL	You use specific and meaningful details about your community and/or background	You use specific and meaningful details about your community and/or background	Rubric	453
Content	NEUTRAL	You are able to combine factual events with your thoughts, feelings, and beliefs	You are able to combine factual events with your thoughts, feelings, and beliefs	Rubric	453
Quality	NEUTRAL	Employs a variety of sentences and language usage	Employs a variety of sentences and language usage	Rubric	453
Quality	NEUTRAL	Uses language and writing ability in line with grades, academic strengths, and test scores	Uses language and writing ability in line with grades, academic strengths, and test scores	Rubric	453
Quality	NEUTRAL	Effectively uses style that matches with the content and impact of the story	Effectively uses style that matches with the content and impact of the story	Rubric	453
Quality	NEUTRAL	"Voice sounds like the student is ""reading the essay aloud"""	"Voice sounds like the student is ""reading the essay aloud"""	Rubric	453
Quality	NEUTRAL	Language shows, not tells	Language shows, not tells	Rubric	453
Quality	NEUTRAL	Narrative is clear and easy to follow	Narrative is clear and easy to follow	Rubric	453
